Reporter Name,Partner Name,Trade Flow,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Australia,Latvia,Export,Export Partner Share (%),0.0067,0.0057,0.0062,0.006,0.009,0.007,0.0068,0.0075,0.0048,0.0032,0.0032,0.0031,0.0032,0.0051,0.0031,0.0024,0.0031,0.0039,0.0047,0.0068
Australia,Lebanon,Export,Export Partner Share (%),0.0479,0.0363,0.0237,0.0191,0.031,0.019,0.0151,0.0118,0.0127,0.0175,0.0127,0.0161,0.0124,0.0139,0.0162,0.0216,0.0164,0.0158,0.0116,0.0109
Australia,Lesotho,Export,Export Partner Share (%),0.0001,,0,0.0005,0.0003,0.0002,0.0001,0.0001,0,0,0.0001,,0.0001,0,,0,0,0,0,0
Australia,Liberia,Export,Export Partner Share (%),0.0002,0.0004,0.0001,0.0004,0.0048,0.0033,0.0004,0.0014,0.0008,0.001,0.0012,0.0012,0.0011,0.0013,0.0053,0.001,0.0005,0.0004,0.0005,0.0002
Australia,Libya,Export,Export Partner Share (%),0.0306,0.0327,0.0736,0.0086,0.0122,0.0108,0.0068,0.0104,0.0233,0.0076,0.0139,0.0036,0.0118,0.0044,0.0088,0.0022,0.0008,0.0005,0.0009,0.001
Australia,Lithuania,Export,Export Partner Share (%),0.0005,0.0037,0.0018,0.0069,0.0089,0.0055,0.0026,0.0037,0.0025,0.0023,0.0014,0.0018,0.0025,0.0023,0.0017,0.0037,0.0035,0.0021,0.0019,0.0019
Australia,Luxembourg,Export,Export Partner Share (%),,,,0.0001,0.0003,0.0007,0.0009,0.0007,0.0008,0.0008,0.0007,0.0004,0.0007,0.0009,0.0003,0.0047,0.0007,0.001,0.0173,0.0054
Australia,Macao,Export,Export Partner Share (%),0.0195,0.0305,0.0331,0.0399,0.0361,0.027,0.031,0.0459,0.019,0.0323,0.0144,0.0154,0.0148,0.0123,0.0123,0.0232,0.0344,0.0234,0.0267,0.016
Australia,Madagascar,Export,Export Partner Share (%),0.0068,0.0053,0.0047,0.0102,0.0058,0.003,0.0029,0.0061,0.004,0.0121,0.0114,0.0058,0.0069,0.0052,0.0059,0.0036,0.0039,0.0065,0.0062,0.0069
Australia,Malawi,Export,Export Partner Share (%),0.0034,0.002,0.0171,0.0014,0.0005,0.001,0.0004,0.0006,0.0004,0.0023,0.0021,0.0036,0.0005,0.0115,0.0049,0.007,0.0073,0.0021,0.0001,0.0001
Australia,Malaysia,Export,Export Partner Share (%),2.1431,2.1159,1.9203,1.9275,2.0636,1.8084,1.732,1.8734,1.799,1.5966,1.578,1.7217,2.0512,1.7679,2.2591,1.8233,1.8482,1.9001,2.1859,2.3213
Australia,Maldives,Export,Export Partner Share (%),0.0073,0.0136,0.021,0.0138,0.0176,0.0142,0.0135,0.0143,0.0114,0.0124,0.0111,0.0116,0.0102,0.0111,0.0135,0.0143,0.0146,0.0142,0.0136,0.0153
Australia,Mali,Export,Export Partner Share (%),0.0031,0.0018,0.0027,0.011,0.01,0.008,0.0085,0.0153,0.0097,0.0109,0.0097,0.0081,0.01,0.0138,0.0055,0.006,0.0047,0.0045,0.0042,0.0023
Australia,Malta,Export,Export Partner Share (%),0.0113,0.0122,0.0114,0.0112,0.0098,0.0038,0.0275,0.0025,0.0061,0.0136,0.0459,0.002,0.0026,0.0017,0.0018,0.0014,0.0016,0.0014,0.0011,0.0016
Australia,Marshall Islands,Export,Export Partner Share (%),0.0046,0.0064,0.0067,0.0152,0.0091,0.0047,0.0035,0.0041,0.0042,0.003,0.0012,0.0011,0.002,0.001,0.0016,0.0023,0.0019,0.0011,0.0013,0.0014
Australia,Mauritania,Export,Export Partner Share (%),0.0009,0.0053,0.0026,0.002,0.0017,0.0087,0.003,0.0042,0.0065,0.0079,0.0101,0.0152,0.0076,0.0062,0.0033,0.0024,0.0045,0.0049,0.0035,0.0024
Australia,Mauritius,Export,Export Partner Share (%),0.1077,0.1121,0.1175,0.0927,0.1056,0.0722,0.0732,0.0506,0.0489,0.0497,0.0422,0.0384,0.0425,0.0355,0.0413,0.0408,0.0342,0.0345,0.0291,0.0258
Australia,Mexico,Export,Export Partner Share (%),0.3074,0.3306,0.3668,0.4194,0.3629,0.6012,0.5172,0.3955,0.3026,0.4254,0.3155,0.4316,0.3551,0.1388,0.1906,0.2163,0.1826,0.0744,0.0754,0.0715
Australia,"Micronesia, Fed. Sts.",Export,Export Partner Share (%),0.0148,0.0153,0.0112,0.0112,0.0092,0.0039,0.0058,0.0051,0.0021,0.0025,0.0024,0.0028,0.0037,0.0018,0.0023,0.0028,0.0041,0.0014,0.0019,0.0013
Australia,Moldova,Export,Export Partner Share (%),0,0,0,,0.0004,0.0003,0.0003,0,0.0001,0.0001,0,0,0.0001,0.0007,0.0001,0.0001,0,0.0001,0,0
Australia,Mongolia,Export,Export Partner Share (%),0.0018,0.0017,0.0157,0.0232,0.0141,0.0099,0.0106,0.0096,0.0085,0.005,0.0106,0.0169,0.014,0.0092,0.0038,0.0035,0.0059,0.0086,0.0115,0.0124
Australia,Montenegro,Export,Export Partner Share (%),,,,,,,,,,0,0.0014,0.0013,0,0,0,0,0,0.0007,0,
Australia,Montserrat,Export,Export Partner Share (%),,0.0001,0,,0.0001,0.0002,0,0,0.0001,,,,,,,,,0,0.0005,
Australia,Morocco,Export,Export Partner Share (%),0.0263,0.0388,0.0641,0.0064,0.0249,0.0386,0.0209,0.0108,0.011,0.0209,0.0154,0.0059,0.0096,0.0127,0.0173,0.0054,0.0091,0.0133,0.0059,0.0045
Australia,Mozambique,Export,Export Partner Share (%),0.084,0.1563,0.1499,0.2082,0.302,0.3035,0.2559,0.2487,0.1999,0.1629,0.1638,0.1556,0.133,0.0262,0.1504,0.1835,0.1457,0.1868,0.2073,0.1321
Australia,Myanmar,Export,Export Partner Share (%),0.0198,0.0313,0.0139,0.0113,0.0234,0.0288,0.0211,0.0207,0.0145,0.0302,0.0351,0.0269,0.0343,0.0445,0.0494,0.0576,0.0627,0.0577,0.0479,0.0354
Australia,Namibia,Export,Export Partner Share (%),0.0205,0.0029,0.0037,0.0022,0.0022,0.0029,0.003,0.0049,0.0041,0.0041,0.0053,0.0032,0.0052,0.0051,0.0076,0.004,0.0035,0.0033,0.0031,0.0029
Australia,Nauru,Export,Export Partner Share (%),0.0231,0.0205,0.027,0.0239,0.0142,0.0086,0.0111,0.013,0.0096,0.0126,0.0062,0.0065,0.0102,0.0527,0.0352,0.027,0.0226,0.0139,0.0136,0.0117
Australia,Nepal,Export,Export Partner Share (%),0.0066,0.0089,0.0082,0.009,0.0107,0.0052,0.0044,0.0198,0.0162,0.031,0.0104,0.0043,0.0082,0.0053,0.0062,0.0153,0.0176,0.017,0.0135,0.0101
Australia,Netherlands,Export,Export Partner Share (%),1.6147,1.3434,1.1815,1.2376,1.3072,1.5672,1.7273,1.6521,1.633,1.0278,1.1345,1.337,1.1717,0.7946,0.7434,0.9181,0.9345,0.9571,1.0159,0.8136
Australia,Netherlands Antilles,Export,Export Partner Share (%),0.0036,0.0049,0.0025,0.006,0.002,0.0073,0.0047,0.0018,0.0012,0.001,0.0004,,,,,,,,,
Australia,New Caledonia,Export,Export Partner Share (%),0.1921,0.1895,0.2123,0.1942,0.1743,0.2011,0.1696,0.2046,0.1677,0.1688,0.1545,0.1359,0.1297,0.104,0.1168,0.1437,0.1349,0.1313,0.1297,0.1229
Australia,New Zealand,Export,Export Partner Share (%),5.9563,5.8645,6.6498,7.5513,7.4522,6.4774,5.4641,5.6348,4.2104,4.0426,3.4684,2.9421,2.9916,2.691,2.9858,3.3347,3.4077,2.9832,2.8354,2.6567
Australia,Nicaragua,Export,Export Partner Share (%),0.0006,0.0056,0.0018,0.0009,0.0006,0.0004,0.0013,0.0007,0.0002,0.0001,0.0004,0.0002,0.0009,0.0004,0.0006,0.0012,0.0007,0.0008,0.0004,0.0002
Australia,Niger,Export,Export Partner Share (%),0.0009,0.0027,0.0006,0.0012,0.002,0.0017,0.0036,0.0018,0.0009,0.0002,0,0.0001,0.0002,0.0001,0.0002,0.0001,0.0009,0.0012,0.0001,0
Australia,Nigeria,Export,Export Partner Share (%),0.0167,0.0335,0.0339,0.0292,0.0246,0.0204,0.0286,0.0204,0.0186,0.0289,0.0243,0.0173,0.0303,0.0615,0.0823,0.0998,0.075,0.0726,0.0423,0.0221
Australia,Niue,Export,Export Partner Share (%),0.0001,0.0001,0.0001,0.0001,0.0003,0.0001,0.0001,0.0021,0.0006,0,0.0001,0.0002,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002
Australia,Norfolk Island,Export,Export Partner Share (%),0.017,0.016,0.0137,0.0165,0.0124,0.0092,0.0086,0.0071,0.0062,0.0074,0.0053,0.0039,0.0035,0.0027,0.0024,0.0041,0.0051,0.0046,0.0038,0.0032
Australia,North Macedonia,Export,Export Partner Share (%),0.0017,0.0023,0.0021,0.0021,0.001,0.0014,0.0017,0.0015,0.0013,0.0007,0.0003,0.0005,0.0002,0.0002,0.0002,0.0002,0.0006,0.0003,0.0004,0.0005
Australia,Northern Mariana Islands,Export,Export Partner Share (%),0.0022,0.0023,0.0022,0.003,0.0023,0.0022,0.0012,0.0006,0.0009,0.0007,0.0006,0.0003,0.0006,0.0008,0.0004,0.0012,0.0019,0.0007,0.0013,0.0005
Australia,Norway,Export,Export Partner Share (%),0.0937,0.0974,0.138,0.0944,0.0806,0.087,0.0764,0.0678,0.0804,0.0341,0.0547,0.0511,0.0747,0.0341,0.0728,0.0216,0.0265,0.0279,0.0506,0.0589
Australia,Occ.Pal.Terr,Export,Export Partner Share (%),0.0011,0.0051,0.0036,0.0044,,,,,,,,,,,,,,,,
Australia,Oman,Export,Export Partner Share (%),0.1756,0.17,0.1469,0.1866,0.2022,0.1663,0.1602,0.216,0.3176,0.1912,0.207,0.1602,0.1846,0.0705,0.1392,0.1996,0.1943,0.1252,0.18,0.1043
Australia,"Other Asia, nes",Export,Export Partner Share (%),5.0309,4.3871,3.9697,3.4452,3.4708,3.9668,3.8194,3.5316,3.7178,3.3096,3.6306,3.4962,3.2191,2.6652,2.5858,2.5282,2.7838,2.8762,3.0909,3.318
Australia,Pakistan,Export,Export Partner Share (%),0.3442,0.3541,0.3579,0.3295,0.4288,0.3376,0.1935,0.2534,0.1945,0.2692,0.2343,0.1587,0.2809,0.1527,0.1575,0.2572,0.2584,0.2337,0.1378,0.0865
Australia,Palau,Export,Export Partner Share (%),0.0012,0.0009,0.0009,0.0014,0.0012,0.0017,0.0007,0.0007,0.0004,0.0003,0.0003,0.0003,0.0008,0.0002,0.0004,0.0013,0.0009,0.0006,0.0004,0.0004
Australia,Panama,Export,Export Partner Share (%),0.0179,0.003,0.0028,0.0058,0.0092,0.0108,0.0043,0.007,0.0059,0.0072,0.0062,0.0082,0.0142,0.0204,0.0159,0.0218,0.0176,0.0387,0.0405,0.0233
Australia,Papua New Guinea,Export,Export Partner Share (%),0.8924,0.8439,0.8385,0.7911,0.7849,0.9617,0.9148,0.9801,0.701,0.9339,0.8835,0.8854,1.1495,0.8921,0.8089,0.6819,0.6734,0.5801,0.6328,0.6586
Australia,Paraguay,Export,Export Partner Share (%),0.0002,0.0005,0.0007,0.0002,0.0004,0.0008,0.0046,0.001,0.0006,0.0007,0.0004,0.0012,0.001,0.0007,0.0002,0.0004,0.0003,0.001,0.0004,0.0003
Australia,Peru,Export,Export Partner Share (%),0.0405,0.0493,0.0503,0.0509,0.0596,0.0494,0.0567,0.0498,0.047,0.0558,0.0434,0.0458,0.0571,0.0198,0.0213,0.0323,0.0243,0.0218,0.0161,0.0232
Australia,Philippines,Export,Export Partner Share (%),1.3825,1.0785,0.9669,0.8909,0.8391,0.6088,0.6023,0.656,0.6665,0.5946,0.5436,0.5895,0.7298,0.5214,0.6093,0.6186,0.755,0.7644,0.6449,0.7199
Australia,Pitcairn,Export,Export Partner Share (%),0,0,0.0002,0.0006,0.0002,0.0004,0.0001,0.0001,0.0001,0.0001,0.0004,0.0008,0.0002,0.0004,0.0001,0,0,0,0.0001,0.0001
Australia,Poland,Export,Export Partner Share (%),0.0168,0.0186,0.0127,0.0179,0.0239,0.0358,0.0267,0.0159,0.0168,0.0117,0.0088,0.0106,0.0252,0.0497,0.1174,0.1266,0.1324,0.1446,0.1525,0.1495
Australia,Portugal,Export,Export Partner Share (%),0.0311,0.0483,0.0582,0.0569,0.0284,0.0327,0.0383,0.0245,0.0114,0.0139,0.0085,0.0061,0.0037,0.0063,0.0069,0.0068,0.0065,0.0179,0.0119,0.0043
Australia,Qatar,Export,Export Partner Share (%),0.0729,0.0966,0.0703,0.1162,0.1015,0.0938,0.116,0.1165,0.0824,0.0926,0.1243,0.1562,0.2002,0.0909,0.187,0.2672,0.2195,0.1704,0.2571,0.215
Australia,Romania,Export,Export Partner Share (%),0.0538,0.0407,0.0223,0.0542,0.0299,0.0369,0.0729,0.0843,0.077,0.0165,0.0055,0.0045,0.0105,0.0108,0.0168,0.0219,0.0214,0.0254,0.0138,0.0084
Australia,Russian Federation,Export,Export Partner Share (%),0.2424,0.152,0.1414,0.1383,0.1552,0.2396,0.3972,0.3906,0.4997,0.2973,0.3694,0.3757,0.3209,0.1865,0.1982,0.2117,0.1764,0.1617,0.1831,0.1913
Australia,Rwanda,Export,Export Partner Share (%),0.0002,0.0011,0.0003,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0006,0,0.0008,0.0015,0.0067,0.0012,0.0011,0.0009,0.0002,0.0002,0.0001
Australia,Saint Helena,Export,Export Partner Share (%),0.0002,0,,0,0.0024,0.0008,0,0.0001,0.0001,0,0.0001,0.0002,0,0.0001,0.0001,0.0002,0.0002,0.0003,0.0001,0.0002
Australia,Saint Pierre and Miquelon,Export,Export Partner Share (%),0.0002,,,,0.0001,,,0,0,,0,0,0,,,,,,,0
Australia,Samoa,Export,Export Partner Share (%),0.047,0.0431,0.0429,0.0332,0.0247,0.0237,0.0206,0.0173,0.0114,0.0193,0.0125,0.0106,0.0102,0.0079,0.0097,0.013,0.0123,0.0106,0.0113,0.0138
Australia,Sao Tome and Principe,Export,Export Partner Share (%),0,0,0.0002,0,,0.0001,0.001,0.0001,0,0,,,,0,,,,0.0001,,
Australia,Saudi Arabia,Export,Export Partner Share (%),1.4384,2.1469,1.9864,1.6837,1.6932,1.3855,1.3433,1.1572,1.1236,0.8798,0.6782,0.5872,0.6996,0.6784,0.8442,0.8683,0.6314,0.4213,0.2172,0.2148
Australia,Senegal,Export,Export Partner Share (%),0.0039,0.0071,0.0122,0.0041,0.0037,0.0094,0.0079,0.0096,0.0181,0.0117,0.0079,0.0189,0.024,0.0203,0.0051,0.0096,0.0094,0.0166,0.0078,0.007
Australia,"Serbia, FR(Serbia/Montenegro)",Export,Export Partner Share (%),0.0021,0.0031,0.003,0.0012,0.0019,0.0006,0.0004,0.0018,0.0017,0.0017,0.0005,0.0005,0.0015,0.0005,0.0003,0.0005,0.0005,0.0005,0.0006,0.0004
Australia,Seychelles,Export,Export Partner Share (%),0.0039,0.0051,0.0052,0.0058,0.0034,0.0028,0.0037,0.0081,0.0024,0.0027,0.0016,0.0045,0.0021,0.0017,0.0025,0.0042,0.0026,0.0023,0.0024,0.0025
Australia,Sierra Leone,Export,Export Partner Share (%),0.0002,0.0009,0.0004,0.0006,0.0008,0.0023,0.0028,0.0031,0.0014,0.0012,0.0038,0.007,0.0044,0.0029,0.0019,0.0021,0.0006,0.0012,0.0008,0.0005
Australia,Singapore,Export,Export Partner Share (%),5.3107,4.3689,4.1507,3.2487,2.7614,2.8489,2.7868,2.4202,2.7584,2.7307,2.0997,2.4424,2.8779,2.0731,3.1646,2.7116,2.1704,2.1907,2.8988,3.1428
Australia,Slovak Republic,Export,Export Partner Share (%),0.0058,0.0075,0.0098,0.0085,0.0028,0.0041,0.002,0.0021,0.003,0.0018,0.0016,0.0007,0.001,0.0005,0.0012,0.0013,0.0094,0.0009,0.001,0.0011
Australia,Slovenia,Export,Export Partner Share (%),0.0059,0.0123,0.014,0.0111,0.0092,0.0089,0.0089,0.01,0.0086,0.0116,0.003,0.0096,0.0033,0.0147,0.0072,0.0145,0.0191,0.041,0.0116,0.0255
Australia,Solomon Islands,Export,Export Partner Share (%),0.0517,0.0502,0.0463,0.0504,0.0419,0.0447,0.0493,0.0546,0.0305,0.0408,0.0492,0.0476,0.0504,0.0392,0.0514,0.0621,0.0421,0.0385,0.0376,0.0305
Australia,Somalia,Export,Export Partner Share (%),0.0001,0.0002,0.0008,0.0003,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0003,0,0.0001,0.0001,0.0001,0.0004,0.0009,0.0004,0.0004
Australia,South Africa,Export,Export Partner Share (%),1.1447,1.06,1.0852,1.228,1.355,1.3438,1.4014,1.5068,1.1032,0.7634,0.7818,0.6304,0.6161,0.2935,0.4452,0.4923,0.3833,0.4621,0.492,0.3983
Australia,South Sudan,Export,Export Partner Share (%),,,,,,,,,,,,,0.0002,0.0001,0,0.0001,0.0001,0.0001,0.0001,0
Australia,Spain,Export,Export Partner Share (%),0.6476,0.6902,0.5784,0.6214,0.5815,0.7131,0.7024,0.6,0.3944,0.1988,0.3083,0.3456,0.2527,0.144,0.2132,0.2279,0.2035,0.215,0.2575,0.1178
Australia,Special Categories,Export,Export Partner Share (%),0.4595,0.4825,0.3946,0.3394,0.3107,0.4536,0.4796,0.4687,0.4781,0.2559,0.1912,0.2378,0.1443,,,,,,,
Australia,Sri Lanka,Export,Export Partner Share (%),0.2621,0.2817,0.2512,0.1517,0.1834,0.1288,0.0991,0.0825,0.0993,0.0923,0.0886,0.0936,0.0831,0.0756,0.0902,0.1278,0.0853,0.0935,0.075,0.0587
Australia,St. Kitts and Nevis,Export,Export Partner Share (%),0.0002,0.0003,0.0001,0.0001,0.0002,0.0003,0.0001,0.0001,0.0001,0.0001,0.0001,0,0.0001,0.0001,0.0001,0.0003,0.0002,0.0002,0.0003,0.0003
Australia,St. Lucia,Export,Export Partner Share (%),0.0021,0.0016,0.0026,0.0027,0.002,0.001,0.0017,0.0007,0.0016,0.0007,0.0009,0.0006,0.0003,0.0003,0.0002,0.0004,0.0004,0.0006,0.0006,0.0006
Australia,St. Vincent and the Grenadines,Export,Export Partner Share (%),0.0027,0.0026,0.002,0.0021,0.0009,0.0014,0.0004,0.001,0.0013,0.0005,0.001,0.0006,0.0003,0.0001,0,0.0001,0.0001,0.0003,0.0007,0.0004
Australia,Sudan,Export,Export Partner Share (%),,,,,,,,,,,,,0.1023,0.1114,0.0702,0.0296,0.0033,0.0037,0.0047,0.0026
Australia,Suriname,Export,Export Partner Share (%),0.0025,0.0008,0.0009,0.0011,0.0015,0.0026,0.0015,0.0009,0.0004,0.0013,0.0003,0.0011,0.0013,0.0014,0.0008,0.0012,0.0005,0.0013,0.0013,0.0047
Australia,Sweden,Export,Export Partner Share (%),0.1506,0.1741,0.1715,0.2052,0.2125,0.2957,0.2219,0.2032,0.2832,0.1796,0.2322,0.1662,0.1393,0.0959,0.103,0.1094,0.1098,0.0991,0.1175,0.1313
Australia,Switzerland,Export,Export Partner Share (%),0.1709,0.2238,0.2632,0.2562,0.1792,0.1518,0.2333,0.9874,0.202,0.2552,0.1268,0.2514,0.2751,0.3176,0.2046,0.2766,0.4117,0.4747,0.3421,0.4942
Australia,Syrian Arab Republic,Export,Export Partner Share (%),0.017,0.0173,0.0184,0.017,0.0109,0.01,0.0034,0.0033,0.0037,0.0144,0.0035,0.0065,0.0029,0.0002,0.0012,0.0014,0.0005,0.0003,0.0004,0.0003
Australia,Tajikistan,Export,Export Partner Share (%),0.0003,0.0007,0.0016,0.0004,0.0003,0.0007,0.0002,0.0002,0.0001,0,0,0.0003,0.0008,0.0003,0.0011,0,0.0001,0.0001,0,0
Australia,Tanzania,Export,Export Partner Share (%),0.0863,0.1063,0.0944,0.0502,0.0645,0.0291,0.0195,0.0186,0.0305,0.0518,0.0444,0.0376,0.0321,0.0452,0.0218,0.0462,0.0206,0.0152,0.0155,0.0129
Australia,Thailand,Export,Export Partner Share (%),1.7761,1.8699,2.1011,2.0875,2.6006,2.9711,2.6154,2.6242,2.4024,2.1609,2.5392,2.595,1.9684,1.8641,1.9285,1.7315,1.3925,1.4786,1.9317,1.1498
Australia,Togo,Export,Export Partner Share (%),0.0001,0.0007,0.0014,0.0002,0.0003,0.0008,0.0022,0.0016,0.0016,0.0013,0.0008,0.0029,0.001,0.0013,0.0004,0.0017,0.0018,0.0017,0.0037,0.0019
Australia,Tokelau,Export,Export Partner Share (%),0,0,,,,,,,,,,,,,,,,,,
Australia,Tonga,Export,Export Partner Share (%),0.0138,0.0133,0.0165,0.0147,0.0123,0.0116,0.0071,0.0075,0.0066,0.0067,0.005,0.0025,0.0027,0.0023,0.004,0.0049,0.0077,0.005,0.0065,0.0052
Australia,Trinidad and Tobago,Export,Export Partner Share (%),0.0326,0.0315,0.0257,0.0348,0.0206,0.0096,0.0131,0.0124,0.008,0.04,0.0432,0.0093,0.0071,0.0059,0.0077,0.0083,0.0072,0.0082,0.0059,0.0094
Australia,Tunisia,Export,Export Partner Share (%),0.006,0.0043,0.0112,0.0051,0.0029,0.0029,0.0022,0.0078,0.0033,0.0053,0.0014,0.0013,0.0015,0.0022,0.0025,0.0032,0.0037,0.0016,0.0005,0.0006
Australia,Turkey,Export,Export Partner Share (%),0.2672,0.2469,0.2514,0.2481,0.2537,0.2482,0.2584,0.3425,0.4508,0.1548,0.1986,0.2154,0.2609,0.3503,0.186,0.1888,0.2122,0.4864,0.1303,0.1274
Australia,Turkmenistan,Export,Export Partner Share (%),0.0002,0.0001,0.0003,0.0002,0.0004,0.0002,0.0004,0.0005,0.0001,0.002,0.0006,0.0001,0.0002,0.0004,0.0005,0.0003,0.0005,0.0004,0.0002,0
Australia,Turks and Caicos Isl.,Export,Export Partner Share (%),0,0.0001,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0
Australia,Tuvalu,Export,Export Partner Share (%),0.0047,0.0036,0.0037,0.0045,0.0032,0.0026,0.0023,0.0022,0.0015,0.0017,0.0009,0.0007,0.0006,0.0006,0.0007,0.0027,0.0012,0.0012,0.0006,0.001
Australia,Uganda,Export,Export Partner Share (%),0.0023,0.0105,0.0015,0.002,0.0033,0.0021,0.0034,0.0031,0.0046,0.0016,0.0013,0.0016,0.0008,0.0127,0.0071,0.0041,0.0033,0.0055,0.0013,0.0006
Australia,Ukraine,Export,Export Partner Share (%),0.0337,0.0434,0.0409,0.0579,0.0449,0.0399,0.0473,0.0456,0.1404,0.0343,0.0514,0.0298,0.0257,0.0133,0.0424,0.0605,0.0208,0.0214,0.0204,0.022
Australia,United Arab Emirates,Export,Export Partner Share (%),0.9152,1.0362,1.07,1.037,1.0948,0.8845,1.1919,1.8284,1.7615,1.0724,0.9251,0.8547,0.8265,0.6612,1.0944,1.3402,1.1314,1.1448,1.1542,0.9485
Australia,United Kingdom,Export,Export Partner Share (%),3.4013,4.2436,4.6958,6.8616,4.2943,3.5736,4.9584,4.1675,4.1981,4.5984,3.6013,2.8893,2.7048,1.4048,1.3777,1.4832,3.9572,2.0003,1.4286,3.9682
Australia,United States,Export,Export Partner Share (%),9.9482,9.7501,9.708,8.7616,8.105,6.6683,6.1489,5.9619,5.4504,4.8522,3.9747,3.654,3.7136,3.0152,4.1354,5.313,4.6205,3.849,3.7792,3.8181
Australia,United States Minor Outlying I,Export,Export Partner Share (%),0.0027,0.0013,0.0016,0.0057,0.0052,0.0004,0.0011,0.0008,0.0001,0,0,0,,,0,,,0.0001,0.0004,
Australia,Unspecified,Export,Export Partner Share (%),0.6321,0.5215,0.0057,0.0787,0.1087,0.0729,0.0353,0.0587,0.0346,0.0292,0.0651,0.0212,0.0152,12.2057,2.2688,2.802,2.4135,1.9365,0.0059,0.0146
Australia,Uruguay,Export,Export Partner Share (%),0.0126,0.0135,0.0198,0.0109,0.0104,0.0084,0.0111,0.0118,0.0099,0.0057,0.0055,0.004,0.0031,0.006,0.0037,0.0036,0.0037,0.0025,0.003,0.0068
Australia,Uzbekistan,Export,Export Partner Share (%),0.0003,0.0028,0.002,0.002,0.0017,0.001,0.0005,0.0006,0.0004,0.0011,0.0003,0.0005,0.0003,0.001,0.0007,0.001,0.0001,0.0009,0,0.0002
Australia,Vanuatu,Export,Export Partner Share (%),0.0479,0.0421,0.0433,0.0452,0.0426,0.0423,0.0407,0.0418,0.0377,0.0366,0.0317,0.0252,0.0269,0.0215,0.0283,0.0333,0.0341,0.0248,0.0243,0.0216
Australia,Venezuela,Export,Export Partner Share (%),0.0095,0.0115,0.0752,0.0055,0.0109,0.014,0.0134,0.0104,0.0131,0.017,0.0073,0.0038,0.006,0.0024,0.0029,0.0125,0.0058,0.0005,0.0007,0.0017
Australia,Vietnam,Export,Export Partner Share (%),0.4145,0.4081,0.4194,0.3933,0.5681,0.4807,0.9693,0.8429,0.7212,0.7068,0.6601,0.7836,0.7215,0.8041,1.1421,1.3901,1.4693,1.5335,1.467,1.5789
Australia,Wallis and Futura Isl.,Export,Export Partner Share (%),0.0068,0.0054,0.0066,0.006,0.0057,0.0052,0.004,0.004,0.0035,0.0038,0.0029,0.0021,0.0016,0.0013,0.0016,0.0015,0.0015,0.0013,0.001,0.0011
Australia,Western Sahara,Export,Export Partner Share (%),0.0005,0.0005,0.0001,,0,,,,0.0001,,,,,,0,,,,,
Australia,Yemen,Export,Export Partner Share (%),0.1172,0.1141,0.1039,0.0739,0.0792,0.1348,0.0968,0.0619,0.0793,0.1346,0.1148,0.0926,0.1127,0.1226,0.1185,0.1542,0.0998,0.0908,0.048,0.0662
Australia,Zambia,Export,Export Partner Share (%),0.0023,0.0024,0.0043,0.0021,0.0041,0.0055,0.0064,0.0086,0.0107,0.0047,0.0044,0.0088,0.0103,0.0068,0.0099,0.0076,0.0068,0.0061,0.0043,0.0031
Australia,Zimbabwe,Export,Export Partner Share (%),0.0066,0.0049,0.0052,0.0049,0.0034,0.0024,0.0016,0.0009,0.0009,0.0014,0.0011,0.0006,0.0035,0.0025,0.0007,0.0006,0.0008,0.0005,0.0009,0.0007
